state,district,month,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Tamil Nadu,Tiruchirappalli,Feb-24,54.1,27,20,23.5,54,5.6,22.9,NW,88%,3.3
Tamil Nadu,Madurai,Sep-22,79.9,28,20,24,81,4.6,12,E,77%,1.3
Uttar Pradesh,Agra,Sep-20,17.2,36,25,30.5,41,4.2,5,SW,87%,4.1
Tamil Nadu,Tiruchirappalli,Jun-24,65.2,32,23,27.5,50,6.8,8.4,S,65%,1.7
Karnataka,Mysuru,Mar-20,17.4,40,31,35.5,49,5.7,15.6,SE,39%,0.8
Karnataka,Mangaluru,Sep-21,17.2,37,25,31,71,5.9,21.5,E,28%,5
Gujarat,Surat,Sep-23,377.1,25,18,21.5,56,4,14,S,82%,1
Maharashtra,Nagpur,Jun-23,73.1,35,30,32.5,80,8.3,7.7,NE,87%,3.5
Karnataka,Mysuru,Jun-22,367.5,39,33,36,53,4.6,6,S,19%,2.6
Karnataka,Hubli,Jun-21,21.9,39,34,36.5,55,7.4,21.9,E,63%,2.2
Maharashtra,Pune,Feb-22,11.4,36,30,33,77,4.2,11.2,SE,88%,2.9
Uttar Pradesh,Kanpur,Dec-24,28.5,26,20,23,60,7,18.1,W,73%,4.9
Uttar Pradesh,Kanpur,Jun-20,149.7,41,31,36,70,7.8,12.6,N,39%,4.8
Tamil Nadu,Tiruchirappalli,Jul-21,358.6,32,20,26,44,8,14.7,SE,28%,4.7
Karnataka,Hubli,May-22,62.5,42,35,38.5,82,9.1,15.1,SW,59%,1.5
Karnataka,Bengaluru,Sep-21,394.6,42,36,39,47,8,12.9,NE,40%,4.6
Maharashtra,Nagpur,Dec-24,18.7,42,30,36,67,8.9,21.2,SE,84%,3.1
Gujarat,Ahmedabad,Apr-24,45.5,30,24,27,82,6.4,19.1,E,73%,2.8
Gujarat,Rajkot,Feb-21,2.7,35,29,32,58,5.1,11.7,SW,65%,2.1
Tamil Nadu,Madurai,Jan-20,43.8,33,27,30,57,6.4,7,W,90%,0.5
Tamil Nadu,Coimbatore,Apr-21,70.2,35,23,29,48,5.6,7,N,74%,2
Maharashtra,Nashik,May-20,49.6,42,35,38.5,30,6.6,23.2,NW,54%,1.8
Gujarat,Vadodara,Feb-22,45.1,35,24,29.5,34,4.7,19.3,NE,37%,1.2
Maharashtra,Nashik,Mar-23,21.6,33,24,28.5,34,4.1,19.1,SE,22%,2.8
Karnataka,Bengaluru,Aug-21,211.9,39,31,35,36,6.5,7.8,SW,53%,0.8
Maharashtra,Pune,Mar-24,16.7,31,26,28.5,36,4.9,16.3,W,83%,1.5
Tamil Nadu,Madurai,Jul-21,178.3,27,20,23.5,82,5.2,24.8,W,56%,0.1
Maharashtra,Nashik,Nov-23,56.4,39,31,35,86,6.5,12.7,W,20%,1.1
Tamil Nadu,Tiruchirappalli,Nov-21,47.3,40,32,36,30,7.3,18.9,E,83%,3.7
Gujarat,Rajkot,Feb-21,2.7,35,29,32,58,5.1,11.7,SW,65%,2.1
Uttar Pradesh,Lucknow,Feb-23,48.3,28,16,22,81,6.2,15,SW,76%,3.9
Tamil Nadu,Tiruchirappalli,Mar-20,15.9,26,20,23,65,5.4,17.5,N,28%,2.6
Maharashtra,Pune,Apr-22,60.6,42,37,39.5,73,7.2,18.9,W,48%,2.9
Uttar Pradesh,Lucknow,Aug-23,14.9,26,18,22,30,4.6,7.7,NW,78%,3.1
Maharashtra,Mumbai,Feb-24,64.7,38,33,35.5,49,8.7,16.3,E,60%,1.1
Maharashtra,Mumbai,Apr-21,43.4,28,19,23.5,39,6.4,14.4,S,55%,3.9
Karnataka,Hubli,Feb-20,78.5,36,24,30,70,5.9,11.9,NW,33%,1.5
Tamil Nadu,Coimbatore,Jun-22,166.4,31,25,28,53,4.4,13.8,NE,34%,1.2
Maharashtra,Nagpur,Jan-20,68.7,27,22,24.5,76,9.4,22.2,W,53%,0
Tamil Nadu,Madurai,Mar-21,28.9,30,24,27,77,9.5,18.4,E,54%,1.2
Karnataka,Mysuru,Jan-20,57.9,28,23,25.5,34,9.8,18.3,SE,57%,2.5
Uttar Pradesh,Kanpur,Feb-20,22.8,33,27,30,38,9.6,17.8,NW,42%,2.9
Uttar Pradesh,Varanasi,Jul-20,32.8,33,25,29,46,4.4,7.3,SE,36%,0.7
Tamil Nadu,Chennai,Nov-21,14.4,40,28,34,57,5.7,24,S,28%,0.6
Uttar Pradesh,Agra,Nov-24,73.5,31,19,25,45,7.6,7.4,NW,72%,2.1
Karnataka,Hubli,Sep-24,187.3,35,28,31.5,72,4.4,12.4,S,12%,2.6
Gujarat,Surat,May-21,29.8,42,35,38.5,54,7.9,8.1,E,21%,3.2
Uttar Pradesh,Lucknow,Jun-23,210.3,40,32,36,63,5.7,17.2,E,55%,3.6
Tamil Nadu,Coimbatore,Mar-21,12.1,31,25,28,64,7.4,15.6,S,73%,4.8
Gujarat,Vadodara,Sep-20,51.7,29,21,25,62,9.1,13,S,90%,2.1
Uttar Pradesh,Agra,Mar-22,1.5,34,23,28.5,50,8.1,12.9,SE,79%,0.2
Uttar Pradesh,Kanpur,Aug-24,260.4,35,30,32.5,56,10,15,NW,19%,1.5
Uttar Pradesh,Varanasi,Mar-24,54,25,15,20,83,4.4,14.8,W,46%,0.9
Gujarat,Ahmedabad,Jun-24,159.7,35,24,29.5,85,7.8,10.7,W,50%,2.7
Maharashtra,Pune,Nov-24,65,27,20,23.5,76,8.6,12.2,W,61%,2.2
Uttar Pradesh,Kanpur,Feb-21,55.9,42,33,37.5,80,8,7.2,SE,83%,4.6
Karnataka,Mysuru,Oct-21,70.2,41,33,37,79,8.3,22.2,NE,57%,2.2
Uttar Pradesh,Lucknow,Sep-22,4.6,34,26,30,81,7.3,16.7,E,63%,2.3
Tamil Nadu,Madurai,Aug-22,120.7,32,21,26.5,59,7.4,16,W,21%,3
Tamil Nadu,Tiruchirappalli,Jul-23,138.2,36,28,32,30,6.9,12.7,N,63%,1.8
Gujarat,Vadodara,Dec-21,46.8,32,27,29.5,60,9.1,20.4,SE,75%,3.2
Karnataka,Bengaluru,Sep-23,350,27,15,21,71,6.3,8.5,W,68%,3.2
Maharashtra,Nashik,Mar-22,31.2,26,20,23,59,7.5,17,W,81%,1
Maharashtra,Pune,May-21,38.9,37,32,34.5,49,8.7,11.6,NE,10%,1.5
Uttar Pradesh,Kanpur,May-22,51.3,39,29,34,32,8,11.5,N,38%,2.9
Uttar Pradesh,Kanpur,May-24,46.8,38,33,35.5,42,5,22.3,SE,29%,3.3
Maharashtra,Pune,Dec-24,13.3,28,20,24,62,8.1,6.5,S,51%,5
Uttar Pradesh,Agra,May-22,42.6,30,24,27,86,4.5,5.9,N,48%,3.2
Karnataka,Hubli,Sep-24,187.3,35,28,31.5,72,4.4,12.4,S,12%,2.6
Gujarat,Vadodara,Sep-23,79.9,37,31,34,37,8.1,20.9,SE,56%,0.6
Uttar Pradesh,Kanpur,Sep-23,323.8,42,33,37.5,88,9.6,15.5,NE,66%,1.2
Karnataka,Mysuru,May-23,66.2,33,24,28.5,87,6.3,21.6,SE,75%,4.6
Uttar Pradesh,Agra,Dec-20,79.3,33,26,29.5,36,7.7,19.3,NE,17%,3.3
Maharashtra,Pune,Sep-24,61.7,36,24,30,60,6.2,15.6,W,31%,2.7
Karnataka,Mysuru,Oct-21,70.2,41,33,37,79,8.3,22.2,NE,57%,2.2
Tamil Nadu,Tiruchirappalli,Jun-21,8.8,40,35,37.5,39,7.6,11.8,W,27%,0.3
Maharashtra,Pune,Mar-23,4.2,37,28,32.5,51,5.8,17.9,NW,89%,2.4
Gujarat,Surat,Mar-20,78.4,27,18,22.5,58,8.8,9.8,NE,41%,2.6
Karnataka,Bengaluru,Jan-21,50.7,28,23,25.5,45,7.5,11.7,N,76%,0.6
Maharashtra,Nashik,Feb-21,62.3,40,30,35,46,9.7,21.5,E,28%,4.7
Maharashtra,Pune,Feb-22,11.4,36,30,33,77,4.2,11.2,SE,88%,2.9
Uttar Pradesh,Kanpur,Aug-21,269,26,14,20,47,7.5,20.3,NW,75%,1.3
Tamil Nadu,Chennai,Oct-22,59.3,32,27,29.5,39,4.9,9.2,SE,39%,3.5
Gujarat,Ahmedabad,Nov-23,52.2,41,35,38,83,5,13.6,SW,21%,2.5
Karnataka,Bengaluru,Aug-20,247.8,41,33,37,42,5.3,21.4,W,72%,1.5
Maharashtra,Nagpur,Jul-23,364.4,38,29,33.5,90,7.9,13.5,E,54%,4
Gujarat,Vadodara,May-24,65.8,38,29,33.5,40,9.6,6.4,S,71%,3.2
Karnataka,Bengaluru,Jun-22,224,39,31,35,54,7.6,19.7,E,70%,1
Karnataka,Hubli,May-22,62.5,42,35,38.5,82,9.1,15.1,SW,59%,1.5
Tamil Nadu,Tiruchirappalli,Jul-23,138.2,36,28,32,30,6.9,12.7,N,63%,1.8
Uttar Pradesh,Agra,Feb-23,3.6,41,34,37.5,48,5,18.7,SE,47%,0.3
Tamil Nadu,Madurai,Nov-20,35.2,29,18,23.5,33,6.2,21.5,SW,53%,0.1
Gujarat,Ahmedabad,Oct-24,32.1,35,28,31.5,74,9.2,22,SE,80%,4
Tamil Nadu,Tiruchirappalli,Aug-24,196.2,29,18,23.5,64,5.6,18.3,S,26%,1.8
Karnataka,Hubli,Dec-23,31.6,37,25,31,58,5.6,9.5,N,43%,4
Uttar Pradesh,Agra,Jul-21,212.1,28,18,23,76,6.3,20.6,NE,86%,3.3
Uttar Pradesh,Varanasi,Feb-20,56,34,29,31.5,31,5.8,15.4,NE,35%,2.6
Gujarat,Surat,Mar-23,73.8,30,20,25,51,5.2,17,SW,20%,0.8
Gujarat,Ahmedabad,Jun-24,159.7,35,24,29.5,85,7.8,10.7,W,50%,2.7
Tamil Nadu,Madurai,Nov-22,75.1,35,30,32.5,76,7.8,15.1,S,38%,2.8
Maharashtra,Mumbai,Jun-21,49.4,38,30,34,43,8.7,10.4,S,62%,3.3
Tamil Nadu,Chennai,Apr-21,35.7,36,27,31.5,35,6.6,8.6,NE,26%,3.7
Karnataka,Mysuru,Mar-20,17.4,40,31,35.5,49,5.7,15.6,SE,39%,0.8
Karnataka,Mysuru,May-20,18.6,28,22,25,63,4.9,22.2,NW,48%,4.8
Tamil Nadu,Tiruchirappalli,Dec-23,40.5,32,22,27,56,6.1,21.6,SE,85%,3.2
Tamil Nadu,Chennai,Jul-24,296.2,31,22,26.5,81,5.4,15.2,SE,61%,3.3
Tamil Nadu,Tiruchirappalli,Mar-20,15.9,26,20,23,65,5.4,17.5,N,28%,2.6
Gujarat,Rajkot,Jun-23,40.3,32,20,26,45,7.2,10,W,84%,4.5
Uttar Pradesh,Varanasi,Jan-20,4.8,25,15,20,81,7.4,15.8,SE,77%,3.5
Karnataka,Hubli,Apr-24,79.2,27,21,24,44,9.9,22.7,NW,90%,1.8
Gujarat,Ahmedabad,Jul-21,267.9,41,35,38,41,4.7,23.8,S,76%,1.4
Uttar Pradesh,Lucknow,Aug-22,243.3,25,15,20,46,6.9,14.1,SW,44%,3.6
Karnataka,Bengaluru,May-23,79.5,37,25,31,72,6.2,10.7,NW,51%,1.6
Karnataka,Mysuru,Sep-23,132.3,29,18,23.5,43,9.3,20.5,SW,88%,2.5
Tamil Nadu,Tiruchirappalli,Jan-21,40.1,30,22,26,72,9.4,9.9,NW,30%,2.7
Karnataka,Bengaluru,Aug-22,275.5,38,26,32,77,6.7,22.4,E,73%,3.8
Maharashtra,Nagpur,Jan-20,68.7,27,22,24.5,76,9.4,22.2,W,53%,0
Tamil Nadu,Chennai,Oct-21,50.4,27,20,23.5,37,6.5,13.9,N,80%,0.7
Gujarat,Rajkot,Jul-21,206.4,26,16,21,49,5.3,19.5,SE,16%,2.5
Gujarat,Vadodara,May-24,65.8,38,29,33.5,40,9.6,6.4,S,71%,3.2
Uttar Pradesh,Varanasi,Aug-20,197.2,39,32,35.5,34,6.5,21.2,E,40%,1.2
Tamil Nadu,Chennai,Jun-20,268.6,34,29,31.5,65,7.9,9.5,NE,85%,4.2
Karnataka,Bengaluru,Mar-22,17.9,41,30,35.5,82,9.8,23.9,NW,65%,3.6
Uttar Pradesh,Agra,Mar-23,69.1,40,32,36,35,5.3,22.7,SW,60%,3.1
Gujarat,Rajkot,Feb-22,28.5,26,20,23,64,4.2,20.7,SW,68%,4.1
Tamil Nadu,Tiruchirappalli,Apr-20,34.2,34,29,31.5,82,6.2,12.3,N,32%,4.9
Karnataka,Mysuru,Apr-22,58.6,32,20,26,55,8.6,13.9,S,25%,1.3
Gujarat,Surat,Jun-24,271.2,26,21,23.5,68,8.6,12.2,SW,24%,3.4
Karnataka,Bengaluru,Mar-23,31.3,28,17,22.5,58,9.9,9.5,SW,46%,1.3
Maharashtra,Pune,Jul-22,271.5,27,17,22,85,4.5,24.9,SW,26%,1.5
Gujarat,Ahmedabad,Feb-21,50.6,33,21,27,72,9.1,24.5,N,67%,5
Gujarat,Surat,Dec-20,18,39,30,34.5,70,5.3,6.9,E,48%,1.1
Karnataka,Mangaluru,Jan-23,22.6,34,27,30.5,62,4.6,5.7,SE,90%,1.4
Karnataka,Bengaluru,Feb-21,5.1,30,21,25.5,73,9.6,23.6,SW,34%,4.6
Karnataka,Mysuru,May-22,54.9,31,26,28.5,43,5.2,13.6,NW,34%,4.1
Maharashtra,Mumbai,Feb-20,29.5,27,15,21,60,8.6,16.2,NW,87%,3.8
Maharashtra,Nashik,Nov-22,14.1,29,19,24,38,7.1,14,W,32%,3.2
Gujarat,Ahmedabad,Jul-23,378.7,38,27,32.5,33,6.4,16,E,45%,4.8
Uttar Pradesh,Agra,Mar-24,60.4,33,22,27.5,47,8.4,5.7,NW,45%,2.9
Gujarat,Ahmedabad,Jan-20,27.3,35,25,30,71,8.1,19.7,E,44%,2.1
Tamil Nadu,Chennai,May-24,24.5,38,32,35,49,8.6,13.4,W,72%,4.4
Tamil Nadu,Coimbatore,Nov-24,50.7,39,30,34.5,36,8.2,17.2,NW,70%,3.8
Karnataka,Bengaluru,Mar-21,65.1,37,25,31,30,5.9,11.2,E,65%,2.1
Karnataka,Mangaluru,Aug-24,384.5,33,28,30.5,59,5.2,11.3,N,66%,4.6
Karnataka,Mangaluru,Oct-24,41.9,35,28,31.5,87,8.9,11.8,E,73%,0.1
Karnataka,Bengaluru,Nov-22,58,29,20,24.5,87,4.4,14.9,W,42%,2.9
Gujarat,Ahmedabad,Apr-21,76.6,31,19,25,78,5.5,5.2,NE,70%,3
Gujarat,Vadodara,Sep-21,291.3,33,26,29.5,61,6.6,21,W,19%,5
Gujarat,Ahmedabad,Mar-23,41.2,39,27,33,30,6.1,7.9,W,90%,3.2
Gujarat,Ahmedabad,May-22,3,41,34,37.5,32,9.2,11.2,NW,82%,0.7
Tamil Nadu,Chennai,Jan-22,15.8,40,29,34.5,38,5,10.8,SW,59%,1.8
Uttar Pradesh,Agra,Nov-21,18,37,32,34.5,30,9.2,22.4,SW,69%,3.2
Uttar Pradesh,Lucknow,Jun-20,52.2,35,25,30,78,8.9,13.2,SE,74%,0.2
Karnataka,Mysuru,Apr-24,79.5,41,29,35,70,7.5,17.3,SE,42%,1.4
Tamil Nadu,Tiruchirappalli,Apr-20,34.2,34,29,31.5,82,6.2,12.3,N,32%,4.9
Tamil Nadu,Coimbatore,Sep-23,391.9,34,28,31,36,6,19.2,SE,66%,0.2
Karnataka,Bengaluru,Jan-24,48,35,28,31.5,75,5.3,18.1,NE,38%,1.7
Uttar Pradesh,Lucknow,Apr-21,61.3,42,35,38.5,81,5.5,10.5,N,37%,4.7
Gujarat,Vadodara,Jan-20,48.8,42,32,37,69,5.7,13.4,N,31%,3.1
Maharashtra,Pune,Dec-23,24.9,39,33,36,65,7.5,21.4,E,48%,0.3
Tamil Nadu,Coimbatore,Nov-21,15.7,40,35,37.5,78,8.4,16.2,NE,24%,4.8
Maharashtra,Pune,Sep-24,61.7,36,24,30,60,6.2,15.6,W,31%,2.7
Tamil Nadu,Chennai,Jun-22,233,36,27,31.5,60,4.1,24.5,S,38%,0.2
Gujarat,Surat,Jun-24,271.2,26,21,23.5,68,8.6,12.2,SW,24%,3.4
Tamil Nadu,Tiruchirappalli,May-20,31.5,36,24,30,71,9,16.2,N,45%,0.7
Tamil Nadu,Madurai,Jan-23,40.8,26,17,21.5,34,7.7,14.5,SE,13%,3.7
Tamil Nadu,Madurai,Jun-20,244.3,28,20,24,70,8.4,17.2,NE,68%,4.5
Tamil Nadu,Chennai,Jan-23,79.3,42,35,38.5,30,4.2,21.4,SE,13%,1.4
Uttar Pradesh,Agra,Sep-21,213.1,41,35,38,60,9,22.2,NW,63%,1.7
Uttar Pradesh,Kanpur,Dec-21,50.2,29,19,24,45,6.1,7.8,SE,66%,4.1
Gujarat,Vadodara,Mar-23,39.5,31,19,25,56,7.8,13.4,SW,48%,3.1
Uttar Pradesh,Agra,Sep-21,213.1,41,35,38,60,9,22.2,NW,63%,1.7
Maharashtra,Mumbai,Dec-22,41.3,35,25,30,62,6.3,8.6,NE,30%,0.7
Maharashtra,Mumbai,Jan-20,47.9,31,25,28,87,7.9,24.3,SW,82%,4.1
Karnataka,Mysuru,Oct-22,44.7,27,16,21.5,63,4.7,12.5,NW,90%,1.5
Gujarat,Surat,Jul-20,25.1,35,28,31.5,30,8.1,22.4,S,28%,0.2
Gujarat,Vadodara,Sep-24,360.6,39,34,36.5,85,4.5,8.2,W,10%,3.1
Karnataka,Mysuru,Aug-23,147.3,39,34,36.5,62,9.9,23.4,S,31%,3.3
Maharashtra,Pune,Mar-21,31.5,33,24,28.5,67,7.1,5.7,E,83%,0.6
Uttar Pradesh,Varanasi,Sep-24,217.4,34,26,30,38,5.5,13.4,NW,88%,0.2
Gujarat,Ahmedabad,Jan-24,59,41,33,37,45,8.8,5.6,NW,40%,0.7
Karnataka,Mangaluru,Dec-23,13.4,35,25,30,53,8.5,20.5,W,38%,2
Karnataka,Mysuru,Mar-24,65.5,41,32,36.5,86,9,14.3,E,81%,0.2
Maharashtra,Nagpur,Apr-23,21.9,34,27,30.5,89,7.4,17.1,NW,50%,4.6
Maharashtra,Nashik,Jan-24,39.6,37,30,33.5,47,8.5,15.3,NW,44%,0.5
Karnataka,Mysuru,Apr-24,79.5,41,29,35,70,7.5,17.3,SE,42%,1.4
Tamil Nadu,Coimbatore,Dec-24,40.2,26,20,23,34,6.6,17.1,NE,90%,1.5
Uttar Pradesh,Varanasi,Jul-21,344.7,37,25,31,85,4.7,14.5,W,18%,3.4
Maharashtra,Mumbai,Jul-24,152,38,32,35,38,7.7,21.4,SW,46%,2.9
Gujarat,Surat,Aug-20,206.4,30,24,27,57,4.1,12.9,E,25%,2.3
Tamil Nadu,Chennai,May-21,42.2,35,29,32,54,5.8,5.3,NE,62%,4.3
Gujarat,Rajkot,Jan-22,43.2,32,25,28.5,60,4.5,13.4,S,16%,0.1
Uttar Pradesh,Lucknow,Jan-21,59,36,28,32,74,4.6,21.3,E,80%,0.8
Tamil Nadu,Coimbatore,Dec-23,26.8,32,27,29.5,46,4.2,9.3,NE,56%,3.3
Uttar Pradesh,Kanpur,Dec-23,12.6,35,27,31,68,6.4,18,E,73%,2.9
Gujarat,Surat,Jun-23,169.2,26,17,21.5,53,7.3,6.9,E,45%,4.4
Karnataka,Mysuru,Dec-22,43.8,39,31,35,86,9.7,8.7,SW,40%,2.5
Karnataka,Hubli,Aug-21,240.7,29,19,24,72,10,8.4,N,26%,1.7
Maharashtra,Mumbai,Nov-24,62.2,34,28,31,51,5,20.6,N,74%,2.3
Karnataka,Hubli,Aug-24,360.8,29,21,25,74,6.9,18.5,N,77%,0.9
Maharashtra,Mumbai,Jun-21,49.4,38,30,34,43,8.7,10.4,S,62%,3.3
Uttar Pradesh,Agra,Oct-24,47.7,36,31,33.5,43,6.5,13,NW,13%,3.3
Tamil Nadu,Madurai,May-20,48.9,32,26,29,83,9.2,6.2,N,33%,1.7
Maharashtra,Nagpur,Sep-20,20.5,37,32,34.5,80,5.9,17.5,S,32%,4.4
Uttar Pradesh,Varanasi,Apr-24,68.1,30,19,24.5,41,4,9,NE,63%,4.1
Karnataka,Mangaluru,Jun-20,231.9,31,22,26.5,57,4.6,9.8,E,90%,4.5
Tamil Nadu,Chennai,Jul-23,378.7,29,18,23.5,36,9.9,22.3,SE,74%,4.5
Uttar Pradesh,Varanasi,Nov-21,75.7,39,27,33,89,8,21.7,SW,84%,0.4
Tamil Nadu,Chennai,Jul-22,381.7,34,28,31,55,6.7,18.6,E,26%,1.7
Karnataka,Hubli,Nov-21,0.7,42,37,39.5,62,5.5,14.5,S,19%,1
Tamil Nadu,Chennai,Jan-21,22.4,33,28,30.5,58,6.9,11.1,W,50%,1.3
Tamil Nadu,Chennai,Nov-24,17,26,21,23.5,55,8.7,21,N,24%,2.8
Uttar Pradesh,Lucknow,Jan-22,70.9,37,25,31,87,5.4,17.9,NE,56%,2.6
Gujarat,Rajkot,Jan-20,55.1,39,33,36,83,7.7,13.9,SW,31%,2.5
Maharashtra,Pune,Apr-22,60.6,42,37,39.5,73,7.2,18.9,W,48%,2.9
Tamil Nadu,Madurai,Jan-21,42.4,41,33,37,67,9.5,23.2,S,21%,0.4
Karnataka,Mysuru,Jan-22,14.4,26,15,20.5,84,6.7,20.7,W,83%,4.7
Gujarat,Surat,Jul-24,260.4,32,20,26,78,5.2,6.8,N,46%,1.7
Karnataka,Mangaluru,Mar-22,36.5,29,24,26.5,48,8.4,14.8,SE,10%,4.9
Karnataka,Mangaluru,Oct-22,52.1,33,25,29,53,6.1,19.4,N,56%,3.5
Uttar Pradesh,Kanpur,Feb-21,55.9,42,33,37.5,80,8,7.2,SE,83%,4.6
Gujarat,Rajkot,Feb-21,2.7,35,29,32,58,5.1,11.7,SW,65%,2.1
Uttar Pradesh,Lucknow,Apr-22,11.4,34,28,31,56,5.2,9.3,NE,85%,1.8
Karnataka,Mysuru,Apr-20,53.3,42,31,36.5,75,6.6,9.6,N,16%,3.5
Maharashtra,Nashik,May-23,78.3,33,26,29.5,88,4.8,8.2,E,67%,2
Gujarat,Rajkot,Mar-24,1.5,36,24,30,77,5.9,13.4,SW,49%,4.6
Gujarat,Ahmedabad,Oct-22,49.2,32,24,28,34,5.8,21.8,N,50%,4.5
Maharashtra,Pune,Nov-21,26.2,30,21,25.5,69,6.4,5.9,W,59%,3.1
Tamil Nadu,Coimbatore,Dec-22,17,29,21,25,65,6,25,NE,28%,0.3
Tamil Nadu,Madurai,Aug-20,111.9,31,22,26.5,90,8.2,15,NW,89%,2.6
Tamil Nadu,Chennai,Dec-24,59.4,36,24,30,37,7.6,7.8,SE,58%,0.4
Karnataka,Hubli,Aug-21,240.7,29,19,24,72,10,8.4,N,26%,1.7
Uttar Pradesh,Kanpur,May-22,51.3,39,29,34,32,8,11.5,N,38%,2.9
Uttar Pradesh,Kanpur,Sep-20,84.7,28,23,25.5,37,5.4,15.2,SE,83%,1
Maharashtra,Mumbai,Feb-20,29.5,27,15,21,60,8.6,16.2,NW,87%,3.8
Maharashtra,Nagpur,Mar-24,61.8,35,26,30.5,32,6.6,10.7,W,43%,0
Tamil Nadu,Coimbatore,Jul-24,155.7,31,25,28,54,4.8,21.1,NW,59%,0
Maharashtra,Nashik,Jul-23,330.2,27,19,23,50,9.9,18.4,N,10%,2.4
Maharashtra,Mumbai,Jun-23,204.3,28,20,24,89,9.8,14.5,SE,29%,0.9
Karnataka,Mysuru,Dec-20,47.4,39,28,33.5,66,6.1,24.1,SW,67%,3.6
Tamil Nadu,Tiruchirappalli,Jun-24,65.2,32,23,27.5,50,6.8,8.4,S,65%,1.7
Karnataka,Mangaluru,Mar-23,24.8,35,27,31,81,5.6,16.9,SW,77%,0
Karnataka,Mangaluru,Jan-21,21.3,26,18,22,54,6,11,NW,85%,0.7
Uttar Pradesh,Agra,Aug-21,98.2,39,29,34,88,4.2,18.6,SW,77%,0.3
Gujarat,Ahmedabad,Sep-21,68.7,28,23,25.5,41,8.6,10.7,NE,51%,3.7
Maharashtra,Nashik,Jun-22,0.2,34,29,31.5,63,4.6,5.2,E,52%,4.7
Gujarat,Ahmedabad,May-23,4.9,38,29,33.5,90,4,23.2,NE,61%,4.3
Karnataka,Mysuru,Jan-22,14.4,26,15,20.5,84,6.7,20.7,W,83%,4.7
Uttar Pradesh,Kanpur,Sep-24,390.9,31,26,28.5,72,6.6,24.9,S,58%,4.1
Gujarat,Ahmedabad,May-22,3,41,34,37.5,32,9.2,11.2,NW,82%,0.7
Uttar Pradesh,Kanpur,Jun-20,149.7,41,31,36,70,7.8,12.6,N,39%,4.8
Uttar Pradesh,Kanpur,Apr-23,10.4,38,31,34.5,49,8.9,24,W,17%,0.4
Karnataka,Hubli,Aug-21,240.7,29,19,24,72,10,8.4,N,26%,1.7
Maharashtra,Mumbai,Dec-23,38.8,38,30,34,59,6,18,SW,80%,1
Tamil Nadu,Madurai,Aug-21,133.1,31,23,27,37,7.3,18.5,NE,47%,4.8
Uttar Pradesh,Kanpur,Mar-20,22.4,38,31,34.5,74,8.7,12.9,S,60%,0.2
Uttar Pradesh,Agra,Sep-24,239.1,33,28,30.5,37,7.7,22.9,SE,45%,1.8
Gujarat,Ahmedabad,Nov-21,4.6,36,31,33.5,75,6.9,17.3,E,66%,1.2
Maharashtra,Mumbai,May-23,55.1,36,27,31.5,76,5.2,16.9,NE,10%,2.4
Tamil Nadu,Madurai,Oct-24,61,26,16,21,79,5.8,6,NE,45%,4.7
Gujarat,Rajkot,Jan-20,55.1,39,33,36,83,7.7,13.9,SW,31%,2.5
Tamil Nadu,Madurai,Dec-22,52.1,37,26,31.5,62,8.7,5.6,N,59%,1.7
Gujarat,Rajkot,Jan-21,1.8,41,31,36,35,6.4,14.4,W,12%,2.4
Maharashtra,Nashik,Feb-20,47.7,32,25,28.5,80,4.6,11.8,NE,52%,3.6
Gujarat,Vadodara,Dec-22,31.3,27,19,23,33,8,24,W,77%,1.5
Gujarat,Surat,Jun-24,271.2,26,21,23.5,68,8.6,12.2,SW,24%,3.4
Uttar Pradesh,Lucknow,Jun-20,52.2,35,25,30,78,8.9,13.2,SE,74%,0.2
Tamil Nadu,Madurai,Sep-20,82.8,37,28,32.5,63,9.7,21.1,SW,36%,4.6
Uttar Pradesh,Lucknow,Mar-24,11.8,27,15,21,30,6.6,8.1,S,52%,2.5
Tamil Nadu,Chennai,Apr-21,35.7,36,27,31.5,35,6.6,8.6,NE,26%,3.7
Tamil Nadu,Coimbatore,Mar-21,12.1,31,25,28,64,7.4,15.6,S,73%,4.8
Tamil Nadu,Madurai,Dec-24,37.8,41,29,35,56,8.8,19.3,NE,72%,2.6
Gujarat,Surat,Nov-24,5.3,30,23,26.5,53,8.7,16.6,SW,72%,0.2
Uttar Pradesh,Agra,Dec-21,28.6,30,18,24,84,8.3,6.3,NE,39%,3.3
Uttar Pradesh,Kanpur,Jun-24,24.1,37,30,33.5,43,7.8,16.8,N,44%,4.7
Maharashtra,Mumbai,Apr-20,11.4,25,16,20.5,46,6.3,18.5,N,20%,4
Karnataka,Bengaluru,Oct-23,35.9,27,20,23.5,84,9.3,18.3,NE,44%,0.1
Maharashtra,Nagpur,Jun-24,146.9,27,19,23,68,6.9,24.5,SW,71%,2.3
Gujarat,Surat,Oct-23,21.4,37,32,34.5,83,9.3,17.9,N,39%,2.2
Tamil Nadu,Chennai,Aug-20,76.3,42,31,36.5,37,9.7,16,E,43%,0.2
Uttar Pradesh,Kanpur,Nov-24,63,30,22,26,76,9.5,13.1,SW,42%,1.9
Maharashtra,Pune,Aug-22,311.1,30,24,27,55,5.6,14.7,NE,72%,1
Gujarat,Surat,Jul-23,394.6,26,17,21.5,46,9.2,22.8,N,58%,3.1
